Question,Answer,source,question_tokens,answer_tokens,question_indices,answer_indices,question_padded,answer_padded
What notable people have been named Santiago?,"Benito Santiago, Hugo Santiago, Joey Santiago, Liliana Santiago, Rafael Santiago Maria, Santiago Caballero, Santiago Cabrera; James, son of Zebedee",S09,"['what', 'notable', 'people', 'have', 'been', 'named', 'santiago']","['<sos>', 'benito', 'santiago', 'hugo', 'santiago', 'joey', 'santiago', 'liliana', 'santiago', 'rafael', 'santiago', 'maria', 'santiago', 'caballero', 'santiago', 'cabrera', 'james', 'son', 'of', 'zebedee', '<eos>']","[10, 3699, 103, 21, 60, 100, 129]","[2, 4959, 129, 4960, 129, 4961, 129, 4962, 129, 4963, 129, 1531, 129, 4964, 129, 4965, 64, 910, 5, 2513, 3]","[10, 3699, 103, 21, 60, 100, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4959, 129, 4960, 129, 4961, 129, 4962, 129, 4963, 129, 1531, 129, 4964, 129, 4965, 64, 910, 5, 2513]"
What fictional stories include a main character named Santiago?,"Gears of War, Rainbow Six: Covert Operations Essentials, Death Foretold by Gabriel GarcÃ­a MÃ¡rquez, Ernest Hemingway's The Old Man and the Sea, the television series Babylon 5, Anne Rice's novel Interview with the Vampire, aulo Coelho's The Alchemist (novel), the television show Friday Night Lights",S09,"['what', 'fictional', 'stories', 'include', 'a', 'main', 'character', 'named', 'santiago']","['<sos>', 'gears', 'of', 'war', 'rainbow', 'six', 'covert', 'operations', 'essentials', 'death', 'foretold', 'by', 'gabriel', 'garcãa', 'mãrquez', 'ernest', 'hemingways', 'the', 'old', 'man', 'and', 'the', 'sea', 'the', 'television', 'series', 'babylon', '5', 'anne', 'rices', 'novel', 'interview', 'with', 'the', 'vampire', 'aulo', 'coelhos', 'the', 'alchemist', 'novel', 'the', 'television', 'show', 'friday', 'night', 'lights', '<eos>']","[10, 2099, 3700, 458, 9, 299, 372, 100, 129]","[2, 2514, 5, 153, 4966, 322, 4967, 4968, 4969, 346, 2515, 25, 4970, 4971, 4972, 4973, 4974, 4, 77, 460, 11, 4, 184, 4, 2516, 1075, 2517, 1086, 1179, 4975, 1452, 2518, 34, 4, 2519, 4976, 4977, 4, 2520, 1452, 4, 2516, 4978, 2521, 2522, 2523, 3]","[10, 2099, 3700, 458, 9, 299, 372, 100, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2514, 5, 153, 4966, 322, 4967, 4968, 4969, 346, 2515, 25, 4970, 4971, 4972, 4973, 4974, 4, 77, 460]"
Is Santiago the national capital of a country?,Yes,S09,"['is', 'santiago', 'the', 'national', 'capital', 'of', 'a', 'country']","['<sos>', 'yes', '<eos>']","[7, 129, 4, 131, 125, 5, 9, 110]","[2, 6, 3]","[7, 129, 4, 131, 125, 5, 9, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Is santiago Spanish for St. James  ( from santo ,  saint  +  iago ,  James  )?",Yes,S09,"['is', 'santiago', 'spanish', 'for', 'st', 'james', 'from', 'santo', 'saint', 'iago', 'james']","['<sos>', 'yes', '<eos>']","[7, 129, 281, 18, 553, 64, 26, 3701, 662, 3702, 64]","[2, 6, 3]","[7, 129, 281, 18, 553, 64, 26, 3701, 662, 3702, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is santiago Spanish for St. James?,Yes,S09,"['is', 'santiago', 'spanish', 'for', 'st', 'james']","['<sos>', 'yes', '<eos>']","[7, 129, 281, 18, 553, 64]","[2, 6, 3]","[7, 129, 281, 18, 553, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is Santiago?,"Santiago is Spanish for St. James. It is also the name of places in Argentina, Brazil, Cape Verde, Chile, Colombia, Costa Rica, Cuba, the Dominican Republic, Ecuador, Guatemala, Jamaica, Mexico, Nicaragua, Panama, Paraguay, Peru, the Philippines, Portugal, Spain, the United States, Venezuela, and the Amazon. It is also the name of a baseball catcher, a film director, a guitarist, an economist, a footballer, a DJ, an actor, and James, son of Zebedee. Fictional people with this name include a character from Gears of War, a character from Chronicle of a Death Foretold, a character in Old Man and the Sea, a character in Babylon 5, a character in Interview with the Vampire, the main character of The Alchemist, and a character on Friday Night Lights. There has also been a battle of Santiago de Cuba, a couple of bands named Santiago, an Order of Santiago, and ""Santiago"" as a shortened form of the Reconquista battle cry.",S09,"['what', 'is', 'santiago']","['<sos>', 'santiago', 'is', 'spanish', 'for', 'st', 'james', 'it', 'is', 'also', 'the', 'name', 'of', 'places', 'in', 'argentina', 'brazil', 'cape', 'verde', 'chile', 'colombia', 'costa', 'rica', 'cuba', 'the', 'dominican', 'republic', 'ecuador', 'guatemala', 'jamaica', 'mexico', 'nicaragua', 'panama', 'paraguay', 'peru', 'the', 'philippines', 'portugal', 'spain', 'the', 'united', 'states', 'venezuela', 'and', 'the', 'amazon', 'it', 'is', 'also', 'the', 'name', 'of', 'a', 'baseball', 'catcher', 'a', 'film', 'director', 'a', 'guitarist', 'an', 'economist', 'a', 'footballer', 'a', 'dj', 'an', 'actor', 'and', 'james', 'son', 'of', 'zebedee', 'fictional', 'people', 'with', 'this', 'name', 'include', 'a', 'character', 'from', 'gears', 'of', 'war', 'a', 'character', 'from', 'chronicle', 'of', 'a', 'death', 'foretold', 'a', 'character', 'in', 'old', 'man', 'and', 'the', 'sea', 'a', 'character', 'in', 'babylon', '5', 'a', 'character', 'in', 'interview', 'with', 'the', 'vampire', 'the', 'main', 'character', 'of', 'the', 'alchemist', 'and', 'a', 'character', 'on', 'friday', 'night', 'lights', 'there', 'has', 'also', 'been', 'a', 'battle', 'of', 'santiago', 'de', 'cuba', 'a', 'couple', 'of', 'bands', 'named', 'santiago', 'an', 'order', 'of', 'santiago', 'and', 'santiago', 'as', 'a', 'shortened', 'form', 'of', 'the', 'reconquista', 'battle', 'cry', '<eos>']","[10, 7, 129]","[2, 129, 7, 281, 18, 553, 64, 27, 7, 75, 4, 73, 5, 1716, 8, 4979, 2524, 2265, 4980, 4981, 4982, 4983, 4984, 874, 4, 4985, 296, 4986, 4987, 4988, 2047, 4989, 4990, 4991, 1378, 4, 2525, 2526, 2497, 4, 106, 130, 4992, 11, 4, 4993, 27, 7, 75, 4, 73, 5, 9, 4994, 4995, 9, 4996, 4997, 9, 4998, 22, 4999, 9, 5000, 9, 5001, 22, 2343, 11, 64, 910, 5, 2513, 2099, 103, 34, 190, 73, 458, 9, 372, 26, 2514, 5, 153, 9, 372, 26, 2527, 5, 9, 346, 2515, 9, 372, 8, 77, 460, 11, 4, 184, 9, 372, 8, 2517, 1086, 9, 372, 8, 2518, 34, 4, 2519, 4, 299, 372, 5, 4, 2520, 11, 9, 372, 28, 2521, 2522, 2523, 41, 40, 75, 60, 9, 420, 5, 129, 71, 874, 9, 5002, 5, 2528, 100, 129, 22, 236, 5, 129, 11, 129, 20, 9, 5003, 214, 5, 4, 5004, 420, 5005, 3]","[10, 7, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 129, 7, 281, 18, 553, 64, 27, 7, 75, 4, 73, 5, 1716, 8, 4979, 2524, 2265, 4980, 4981]"
Has swahili no diphthongs?,No,S09,"['has', 'swahili', 'no', 'diphthongs']","['<sos>', 'no', '<eos>']","[40, 189, 16, 2100]","[2, 16, 3]","[40, 189, 16, 2100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is a third  prefix the object  prefix?,Yes,S09,"['is', 'a', 'third', 'prefix', 'the', 'object', 'prefix']","['<sos>', 'yes', '<eos>']","[7, 9, 661, 2101, 4, 1399, 2101]","[2, 6, 3]","[7, 9, 661, 2101, 4, 1399, 2101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is      / ref Swahili unusual among sub-Saharan languages?,Yes,S09,"['is', 'ref', 'swahili', 'unusual', 'among', 'subsaharan', 'languages']","['<sos>', 'yes', '<eos>']","[7, 2064, 189, 3703, 421, 1044, 134]","[2, 6, 3]","[7, 2064, 189, 3703, 421, 1044, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Are vowels never reduced , regardless of stress ?",Yes,S09,"['are', 'vowels', 'never', 'reduced', 'regardless', 'of', 'stress']","['<sos>', 'yes', '<eos>']","[15, 663, 721, 986, 2102, 5, 1045]","[2, 6, 3]","[15, 663, 721, 986, 2102, 5, 1045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does the Australian Black Swan have white feathers on its wings?,yes,S09,"['does', 'the', 'australian', 'black', 'swan', 'have', 'white', 'feathers', 'on', 'its', 'wings']","['<sos>', 'yes', '<eos>']","[23, 4, 743, 215, 334, 21, 366, 1046, 28, 63, 473]","[2, 6, 3]","[23, 4, 743, 215, 334, 21, 366, 1046, 28, 63, 473, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do swans belong to the family Anatidae?,yes,S09,"['do', 'swans', 'belong', 'to', 'the', 'family', 'anatidae']","['<sos>', 'yes', '<eos>']","[19, 412, 604, 13, 4, 62, 1400]","[2, 6, 3]","[19, 412, 604, 13, 4, 62, 1400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Can black swans swim with only one leg?,yes,S09,"['can', 'black', 'swans', 'swim', 'with', 'only', 'one', 'leg']","['<sos>', 'yes', '<eos>']","[50, 215, 412, 3704, 34, 217, 59, 3705]","[2, 6, 3]","[50, 215, 412, 3704, 34, 217, 59, 3705, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are young swans known as?,cygnets,S09,"['what', 'are', 'young', 'swans', 'known', 'as']","['<sos>', 'cygnets', '<eos>']","[10, 15, 979, 412, 104, 20]","[2, 2529, 3]","[10, 15, 979, 412, 104, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2529, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the Irish legend of the Children of Lir about?,a stepmother transforming her children into swans for 900 years,S09,"['what', 'is', 'the', 'irish', 'legend', 'of', 'the', 'children', 'of', 'lir', 'about']","['<sos>', 'a', 'stepmother', 'transforming', 'her', 'children', 'into', 'swans', 'for', '900', 'years', '<eos>']","[10, 7, 4, 1401, 2103, 5, 4, 606, 5, 3706, 135]","[2, 9, 5006, 5007, 1117, 606, 108, 412, 18, 5008, 46, 3]","[10, 7, 4, 1401, 2103, 5, 4, 606, 5, 3706, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 9, 5006, 5007, 1117, 606, 108, 412, 18, 5008, 46, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the Sanskrit word for swan?,hamsa or hansa,S09,"['what', 'is', 'the', 'sanskrit', 'word', 'for', 'swan']","['<sos>', 'hamsa', 'or', 'hansa', '<eos>']","[10, 7, 4, 1402, 111, 18, 334]","[2, 5009, 38, 5010, 3]","[10, 7, 4, 1402, 111, 18, 334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5009, 38, 5010, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Which album was the song ""The Bonny Swans"" from?",The Mask and Mirror,S09,"['which', 'album', 'was', 'the', 'song', 'the', 'bonny', 'swans', 'from']","['<sos>', 'the', 'mask', 'and', 'mirror', '<eos>']","[45, 2097, 12, 4, 2098, 4, 3707, 412, 26]","[2, 4, 5011, 11, 5012, 3]","[45, 2097, 12, 4, 2098, 4, 3707, 412, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 5011, 11, 5012, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the Polish word for swan?,&#321;ab&#281;d&#378;,S09,"['what', 'is', 'the', 'polish', 'word', 'for', 'swan']","['<sos>', '321ab281d378', '<eos>']","[10, 7, 4, 3708, 111, 18, 334]","[2, 5013, 3]","[10, 7, 4, 3708, 111, 18, 334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5013, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Which ballet by Pyotr Tchaikovsky is partially based on an Ancient German legend about a princess who was turned into a swan?,Swan Lake,S09,"['which', 'ballet', 'by', 'pyotr', 'tchaikovsky', 'is', 'partially', 'based', 'on', 'an', 'ancient', 'german', 'legend', 'about', 'a', 'princess', 'who', 'was', 'turned', 'into', 'a', 'swan']","['<sos>', 'swan', 'lake', '<eos>']","[45, 3709, 25, 3710, 3711, 7, 3712, 404, 28, 22, 490, 164, 2103, 135, 9, 3713, 33, 12, 3714, 108, 9, 334]","[2, 334, 1170, 3]","[45, 3709, 25, 3710, 3711, 7, 3712, 404, 28, 22, 490, 164, 2103, 135, 9, 3713, 33, 12, 3714, 108]","[2, 334, 1170, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are swan birds of the family Anatidae?,Yes.,S09,"['are', 'swan', 'birds', 'of', 'the', 'family', 'anatidae']","['<sos>', 'yes', '<eos>']","[15, 334, 345, 5, 4, 62, 1400]","[2, 6, 3]","[15, 334, 345, 5, 4, 62, 1400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do swans feature strongly in mythology?,Yes.,S09,"['do', 'swans', 'feature', 'strongly', 'in', 'mythology']","['<sos>', 'yes', '<eos>']","[19, 412, 664, 3715, 8, 3716]","[2, 6, 3]","[19, 412, 664, 3715, 8, 3716, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is the Trumpeter Swan the largest bird?,It is the largest bird of North America.,S09,"['is', 'the', 'trumpeter', 'swan', 'the', 'largest', 'bird']","['<sos>', 'it', 'is', 'the', 'largest', 'bird', 'of', 'north', 'america', '<eos>']","[7, 4, 2104, 334, 4, 48, 2105]","[2, 27, 7, 4, 48, 2105, 5, 231, 179, 3]","[7, 4, 2104, 334, 4, 48, 2105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 27, 7, 4, 48, 2105, 5, 231, 179, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the name of young swans?,Cygnets.,S09,"['what', 'is', 'the', 'name', 'of', 'young', 'swans']","['<sos>', 'cygnets', '<eos>']","[10, 7, 4, 73, 5, 979, 412]","[2, 2529, 3]","[10, 7, 4, 73, 5, 979, 412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2529, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Where is the word ""swan"" derived from?",Old English swan.,S09,"['where', 'is', 'the', 'word', 'swan', 'derived', 'from']","['<sos>', 'old', 'english', 'swan', '<eos>']","[31, 7, 4, 111, 334, 547, 26]","[2, 77, 87, 334, 3]","[31, 7, 4, 111, 334, 547, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 77, 87, 334, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the best known story about a swan?,The Ugly Duckling fable.,S09,"['what', 'is', 'the', 'best', 'known', 'story', 'about', 'a', 'swan']","['<sos>', 'the', 'ugly', 'duckling', 'fable', '<eos>']","[10, 7, 4, 248, 104, 3717, 135, 9, 334]","[2, 4, 5014, 5015, 5016, 3]","[10, 7, 4, 248, 104, 3717, 135, 9, 334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 5014, 5015, 5016, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are swans and ducks birds of the same family?,Yes.,S09,"['are', 'swans', 'and', 'ducks', 'birds', 'of', 'the', 'same', 'family']","['<sos>', 'yes', '<eos>']","[15, 412, 11, 195, 345, 5, 4, 221, 62]","[2, 6, 3]","[15, 412, 11, 195, 345, 5, 4, 221, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the name of an adult female?,Pen.,S09,"['what', 'is', 'the', 'name', 'of', 'an', 'adult', 'female']","['<sos>', 'pen', '<eos>']","[10, 7, 4, 73, 5, 22, 504, 265]","[2, 5017, 3]","[10, 7, 4, 73, 5, 22, 504, 265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5017, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the color of the Australian Black Swan?,Completely black except for the white flight feathers on its wings.,S09,"['what', 'is', 'the', 'color', 'of', 'the', 'australian', 'black', 'swan']","['<sos>', 'completely', 'black', 'except', 'for', 'the', 'white', 'flight', 'feathers', 'on', 'its', 'wings', '<eos>']","[10, 7, 4, 625, 5, 4, 743, 215, 334]","[2, 1319, 215, 2026, 18, 4, 366, 953, 1046, 28, 63, 473, 3]","[10, 7, 4, 625, 5, 4, 743, 215, 334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1319, 215, 2026, 18, 4, 366, 953, 1046, 28, 63, 473, 3, 0, 0, 0, 0, 0, 0, 0]"
Is the Tiger a member of the Felidar family?,No.,S09,"['is', 'the', 'tiger', 'a', 'member', 'of', 'the', 'felidar', 'family']","['<sos>', 'no', '<eos>']","[7, 4, 451, 9, 163, 5, 4, 3718, 62]","[2, 16, 3]","[7, 4, 451, 9, 163, 5, 4, 3718, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are tigers solitary animals?,Yes.,S09,"['are', 'tigers', 'solitary', 'animals']","['<sos>', 'yes', '<eos>']","[15, 811, 1231, 242]","[2, 6, 3]","[15, 811, 1231, 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are panthers a type of tiger?,No.,S09,"['are', 'panthers', 'a', 'type', 'of', 'tiger']","['<sos>', 'no', '<eos>']","[15, 1226, 9, 264, 5, 451]","[2, 16, 3]","[15, 1226, 9, 264, 5, 451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What do tigers' powerfully built legs and shoulders allow tigers to do?,They have the ability to pull down prey substantially heavier than themselves.,S09,"['what', 'do', 'tigers', 'powerfully', 'built', 'legs', 'and', 'shoulders', 'allow', 'tigers', 'to', 'do']","['<sos>', 'they', 'have', 'the', 'ability', 'to', 'pull', 'down', 'prey', 'substantially', 'heavier', 'than', 'themselves', '<eos>']","[10, 19, 811, 3719, 506, 1218, 11, 3720, 1403, 811, 13, 19]","[2, 78, 21, 4, 5018, 13, 5019, 438, 496, 5020, 716, 42, 950, 3]","[10, 19, 811, 3719, 506, 1218, 11, 3720, 1403, 811, 13, 19, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 78, 21, 4, 5018, 13, 5019, 438, 496, 5020, 716, 42, 950, 3, 0, 0, 0, 0, 0, 0]"
What would a tiger do when seized by a crocodile?,A tiger will strike at the reptile's eyes with its paws.,S09,"['what', 'would', 'a', 'tiger', 'do', 'when', 'seized', 'by', 'a', 'crocodile']","['<sos>', 'a', 'tiger', 'will', 'strike', 'at', 'the', 'reptiles', 'eyes', 'with', 'its', 'paws', '<eos>']","[10, 369, 9, 451, 19, 24, 2106, 25, 9, 3721]","[2, 9, 451, 406, 5021, 36, 4, 2036, 414, 34, 63, 5022, 3]","[10, 369, 9, 451, 19, 24, 2106, 25, 9, 3721, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 9, 451, 406, 5021, 36, 4, 2036, 414, 34, 63, 5022, 3, 0, 0, 0, 0, 0, 0, 0]"
What are the typical features of a tiger country?,"It will always have good cover, it will always be close to water and plenty of prey.",S09,"['what', 'are', 'the', 'typical', 'features', 'of', 'a', 'tiger', 'country']","['<sos>', 'it', 'will', 'always', 'have', 'good', 'cover', 'it', 'will', 'always', 'be', 'close', 'to', 'water', 'and', 'plenty', 'of', 'prey', '<eos>']","[10, 15, 4, 1404, 665, 5, 9, 451, 110]","[2, 27, 406, 783, 21, 891, 548, 27, 406, 783, 56, 837, 13, 99, 11, 5023, 5, 496, 3]","[10, 15, 4, 1404, 665, 5, 9, 451, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 27, 406, 783, 21, 891, 548, 27, 406, 783, 56, 837, 13, 99, 11, 5023, 5, 496, 3, 0]"
Would it be common for tigers to mate in January?,Yes.,S09,"['would', 'it', 'be', 'common', 'for', 'tigers', 'to', 'mate', 'in', 'january']","['<sos>', 'yes', '<eos>']","[369, 27, 56, 152, 18, 811, 13, 3722, 8, 454]","[2, 6, 3]","[369, 27, 56, 152, 18, 811, 13, 3722, 8, 454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
About how many square kilometers would be needed to house 3 female tigers?,60 square kilometers,S09,"['about', 'how', 'many', 'square', 'kilometers', 'would', 'be', 'needed', 'to', 'house', '3', 'female', 'tigers']","['<sos>', '60', 'square', 'kilometers', '<eos>']","[135, 17, 29, 741, 1405, 369, 56, 3723, 13, 325, 335, 265, 811]","[2, 1533, 741, 1405, 3]","[135, 17, 29, 741, 1405, 369, 56, 3723, 13, 325, 335, 265, 811, 0, 0, 0, 0, 0, 0, 0]","[2, 1533, 741, 1405, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Would a tiger be likely to feedon smaller animals, such as mice?",Yes,S09,"['would', 'a', 'tiger', 'be', 'likely', 'to', 'feedon', 'smaller', 'animals', 'such', 'as', 'mice']","['<sos>', 'yes', '<eos>']","[369, 9, 451, 56, 984, 13, 3724, 594, 242, 666, 20, 3725]","[2, 6, 3]","[369, 9, 451, 56, 984, 13, 3724, 594, 242, 666, 20, 3725, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did the predecessors to trumpets have valves?,No,S09,"['did', 'the', 'predecessors', 'to', 'trumpets', 'have', 'valves']","['<sos>', 'no', '<eos>']","[14, 4, 3726, 13, 261, 21, 3727]","[2, 16, 3]","[14, 4, 3726, 13, 261, 21, 3727, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are trumpets constructed of brass?,Yes,S09,"['are', 'trumpets', 'constructed', 'of', 'brass']","['<sos>', 'yes', '<eos>']","[15, 261, 466, 5, 667]","[2, 6, 3]","[15, 261, 466, 5, 667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is the bass trumpet the smallest trumpet?,No,S09,"['is', 'the', 'bass', 'trumpet', 'the', 'smallest', 'trumpet']","['<sos>', 'no', '<eos>']","[7, 4, 1406, 117, 4, 234, 117]","[2, 16, 3]","[7, 4, 1406, 117, 4, 234, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What musical styles is the trumpet used in?,"Ska, ska punk, classical, jazz, Rock, Blues, pop, polka, cuban music, mariachi and funk.",S09,"['what', 'musical', 'styles', 'is', 'the', 'trumpet', 'used', 'in']","['<sos>', 'ska', 'ska', 'punk', 'classical', 'jazz', 'rock', 'blues', 'pop', 'polka', 'cuban', 'music', 'mariachi', 'and', 'funk', '<eos>']","[10, 471, 1407, 7, 4, 117, 55, 8]","[2, 2530, 2530, 5024, 310, 2240, 895, 5025, 5026, 5027, 5028, 373, 5029, 11, 5030, 3]","[10, 471, 1407, 7, 4, 117, 55, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2530, 2530, 5024, 310, 2240, 895, 5025, 5026, 5027, 5028, 373, 5029, 11, 5030, 3, 0, 0, 0, 0]"
What is the most common type of trumpet?,The B trumpet.,S09,"['what', 'is', 'the', 'most', 'common', 'type', 'of', 'trumpet']","['<sos>', 'the', 'b', 'trumpet', '<eos>']","[10, 7, 4, 39, 152, 264, 5, 117]","[2, 4, 844, 117, 3]","[10, 7, 4, 39, 152, 264, 5, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 844, 117, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How does a trumpet produce sound?,By blowing air through closed lips.,S09,"['how', 'does', 'a', 'trumpet', 'produce', 'sound']","['<sos>', 'by', 'blowing', 'air', 'through', 'closed', 'lips', '<eos>']","[17, 23, 9, 117, 544, 238]","[2, 25, 1509, 185, 333, 1510, 1511, 3]","[17, 23, 9, 117, 544, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 25, 1509, 185, 333, 1510, 1511, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
