Question,Answer,source,question_tokens,answer_tokens,question_indices,answer_indices,question_padded,answer_padded
Did Horace Greenley lose in the presidential elections of 1872?,Yes,S08,"['did', 'horace', 'greenley', 'lose', 'in', 'the', 'presidential', 'elections', 'of', '1872']","['<sos>', 'yes', '<eos>']","[14, 2748, 2749, 1152, 8, 4, 414, 1453, 5, 1923]","[2, 6, 3]","[14, 2748, 2749, 1152, 8, 4, 414, 1453, 5, 1923, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did Horace Greenley lose in the presidential elections of 1872?,si,S08,"['did', 'horace', 'greenley', 'lose', 'in', 'the', 'presidential', 'elections', 'of', '1872']","['<sos>', 'si', '<eos>']","[14, 2748, 2749, 1152, 8, 4, 414, 1453, 5, 1923]","[2, 406, 3]","[14, 2748, 2749, 1152, 8, 4, 414, 1453, 5, 1923, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 406, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Why did Grant think that war was unjust?,He thought it was designed to gain land open to slavery.,S08,"['why', 'did', 'grant', 'think', 'that', 'war', 'was', 'unjust']","['<sos>', 'he', 'thought', 'it', 'was', 'designed', 'to', 'gain', 'land', 'open', 'to', 'slavery', '<eos>']","[47, 14, 297, 1924, 38, 149, 11, 2750]","[2, 34, 1355, 32, 11, 1818, 13, 1157, 148, 451, 13, 885, 3]","[47, 14, 297, 1924, 38, 149, 11, 2750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 34, 1355, 32, 11, 1818, 13, 1157, 148, 451, 13, 885, 3, 0, 0, 0, 0, 0, 0, 0]"
Why did Grant think that war was unjust?,He accepted the theory that it was designed to gain land open to slavery.,S08,"['why', 'did', 'grant', 'think', 'that', 'war', 'was', 'unjust']","['<sos>', 'he', 'accepted', 'the', 'theory', 'that', 'it', 'was', 'designed', 'to', 'gain', 'land', 'open', 'to', 'slavery', '<eos>']","[47, 14, 297, 1924, 38, 149, 11, 2750]","[2, 34, 1320, 4, 267, 38, 32, 11, 1818, 13, 1157, 148, 451, 13, 885, 3]","[47, 14, 297, 1924, 38, 149, 11, 2750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 34, 1320, 4, 267, 38, 32, 11, 1818, 13, 1157, 148, 451, 13, 885, 3, 0, 0, 0, 0]"
Who achieved international fame as the leading Union general in the American Civil War?,Grant,S08,"['who', 'achieved', 'international', 'fame', 'as', 'the', 'leading', 'union', 'general', 'in', 'the', 'american', 'civil', 'war']","['<sos>', 'grant', '<eos>']","[30, 4188, 304, 1925, 20, 4, 2751, 469, 382, 8, 4, 375, 567, 149]","[2, 297, 3]","[30, 4188, 304, 1925, 20, 4, 2751, 469, 382, 8, 4, 375, 567, 149, 0, 0, 0, 0, 0, 0]","[2, 297, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Grant was elected president as a Republican in what year?,1868,S08,"['grant', 'was', 'elected', 'president', 'as', 'a', 'republican', 'in', 'what', 'year']","['<sos>', '1868', '<eos>']","[297, 11, 244, 69, 20, 9, 391, 8, 10, 144]","[2, 5194, 3]","[297, 11, 244, 69, 20, 9, 391, 8, 10, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5194, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who took a hard line that reduced violence by groups like the Ku Klux Klan?,Grant,S08,"['who', 'took', 'a', 'hard', 'line', 'that', 'reduced', 'violence', 'by', 'groups', 'like', 'the', 'ku', 'klux', 'klan']","['<sos>', 'grant', '<eos>']","[30, 1173, 9, 613, 4189, 38, 1174, 4190, 27, 473, 168, 4, 4191, 4192, 4193]","[2, 297, 3]","[30, 1173, 9, 613, 4189, 38, 1174, 4190, 27, 473, 168, 4, 4191, 4192, 4193, 0, 0, 0, 0, 0]","[2, 297, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
When did he vote for democrat james buchanan?,1856,S08,"['when', 'did', 'he', 'vote', 'for', 'democrat', 'james', 'buchanan']","['<sos>', '1856', '<eos>']","[24, 14, 34, 1885, 19, 1921, 63, 4194]","[2, 2267, 3]","[24, 14, 34, 1885, 19, 1921, 63, 4194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2267, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Who did President Lincoln promote of major general in the regular army, effective July 4?",Grant,S08,"['who', 'did', 'president', 'lincoln', 'promote', 'of', 'major', 'general', 'in', 'the', 'regular', 'army', 'effective', 'july', '4']","['<sos>', 'grant', '<eos>']","[30, 14, 69, 136, 2592, 5, 568, 382, 8, 4, 4195, 459, 974, 1454, 404]","[2, 297, 3]","[30, 14, 69, 136, 2592, 5, 568, 382, 8, 4, 4195, 459, 974, 1454, 404, 0, 0, 0, 0, 0]","[2, 297, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Grant elected president as a Republican?,yes,S08,"['was', 'grant', 'elected', 'president', 'as', 'a', 'republican']","['<sos>', 'yes', '<eos>']","[11, 297, 244, 69, 20, 9, 391]","[2, 6, 3]","[11, 297, 244, 69, 20, 9, 391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What was from Pennsylvania?,His father,S08,"['what', 'was', 'from', 'pennsylvania']","['<sos>', 'his', 'father', '<eos>']","[10, 11, 26, 4196]","[2, 33, 293, 3]","[10, 11, 26, 4196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 33, 293, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was it a two-sentence description that completely caught the essence of Ulysses S. Grant ?,yes,S08,"['was', 'it', 'a', 'twosentence', 'description', 'that', 'completely', 'caught', 'the', 'essence', 'of', 'ulysses', 's', 'grant']","['<sos>', 'yes', '<eos>']","[11, 32, 9, 4197, 4198, 38, 1455, 4199, 4, 4200, 5, 1172, 227, 297]","[2, 6, 3]","[11, 32, 9, 4197, 4198, 38, 1455, 4199, 4, 4200, 5, 1172, 227, 297, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Grant 's favorite brand of bourbon whiskey Old Crow ?,yes,S08,"['was', 'grant', 's', 'favorite', 'brand', 'of', 'bourbon', 'whiskey', 'old', 'crow']","['<sos>', 'yes', '<eos>']","[11, 297, 227, 1735, 4201, 5, 1456, 4202, 83, 4203]","[2, 6, 3]","[11, 297, 227, 1735, 4201, 5, 1456, 4202, 83, 4203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Had he smoked only sporadically ?,yes,S08,"['had', 'he', 'smoked', 'only', 'sporadically']","['<sos>', 'yes', '<eos>']","[142, 34, 1457, 239, 4204]","[2, 6, 3]","[142, 34, 1457, 239, 4204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Did Grant & Perkins not sell harnesses , saddles , and other leather goods and purchase hides from farmers in the prosperous Galena area ?",they did,S08,"['did', 'grant', 'perkins', 'not', 'sell', 'harnesses', 'saddles', 'and', 'other', 'leather', 'goods', 'and', 'purchase', 'hides', 'from', 'farmers', 'in', 'the', 'prosperous', 'galena', 'area']","['<sos>', 'they', 'did', '<eos>']","[14, 297, 4205, 58, 1785, 4206, 4207, 12, 102, 4208, 2710, 12, 4209, 1926, 26, 2315, 8, 4, 4210, 4211, 344]","[2, 71, 14, 3]","[14, 297, 4205, 58, 1785, 4206, 4207, 12, 102, 4208, 2710, 12, 4209, 1926, 26, 2315, 8, 4, 4210, 4211]","[2, 71, 14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is the famous dragon gate at the entrance to the district at the corner of Grant and Bush Street ?,yes,S08,"['is', 'the', 'famous', 'dragon', 'gate', 'at', 'the', 'entrance', 'to', 'the', 'district', 'at', 'the', 'corner', 'of', 'grant', 'and', 'bush', 'street']","['<sos>', 'yes', '<eos>']","[7, 4, 415, 975, 1175, 37, 4, 4212, 13, 4, 790, 37, 4, 4213, 5, 297, 12, 4214, 1126]","[2, 6, 3]","[7, 4, 415, 975, 1175, 37, 4, 4212, 13, 4, 790, 37, 4, 4213, 5, 297, 12, 4214, 1126, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What happened in 1865?,he accepted the surrender of Robert E. Lee,S08,"['what', 'happened', 'in', '1865']","['<sos>', 'he', 'accepted', 'the', 'surrender', 'of', 'robert', 'e', 'lee', '<eos>']","[10, 151, 8, 4215]","[2, 34, 1320, 4, 5195, 5, 1524, 5196, 831, 3]","[10, 151, 8, 4215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 34, 1320, 4, 5195, 5, 1524, 5196, 831, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What happened in recent years?,his reputation as president has improved,S08,"['what', 'happened', 'in', 'recent', 'years']","['<sos>', 'his', 'reputation', 'as', 'president', 'has', 'improved', '<eos>']","[10, 151, 8, 1732, 55]","[2, 33, 5197, 20, 69, 39, 3511, 3]","[10, 151, 8, 1732, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 33, 5197, 20, 69, 39, 3511, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Uruguay located in the northwesten part of Africa?,No.,S08,"['is', 'uruguay', 'located', 'in', 'the', 'northwesten', 'part', 'of', 'africa']","['<sos>', 'no', '<eos>']","[7, 161, 153, 8, 4, 2752, 128, 5, 203]","[2, 16, 3]","[7, 161, 153, 8, 4, 2752, 128, 5, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Uruguay located in the northwesten part of Africa?,no,S08,"['is', 'uruguay', 'located', 'in', 'the', 'northwesten', 'part', 'of', 'africa']","['<sos>', 'no', '<eos>']","[7, 161, 153, 8, 4, 2752, 128, 5, 203]","[2, 16, 3]","[7, 161, 153, 8, 4, 2752, 128, 5, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Uruguay's capital Montevideo?,Yes.,S08,"['is', 'uruguays', 'capital', 'montevideo']","['<sos>', 'yes', '<eos>']","[7, 434, 130, 522]","[2, 6, 3]","[7, 434, 130, 522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Uruguay's capital Montevideo?,yes,S08,"['is', 'uruguays', 'capital', 'montevideo']","['<sos>', 'yes', '<eos>']","[7, 434, 130, 522]","[2, 6, 3]","[7, 434, 130, 522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does Uruguay have cold summers?,No.,S08,"['does', 'uruguay', 'have', 'cold', 'summers']","['<sos>', 'no', '<eos>']","[22, 161, 21, 944, 2753]","[2, 16, 3]","[22, 161, 21, 944, 2753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does Uruguay have cold summers?,no,S08,"['does', 'uruguay', 'have', 'cold', 'summers']","['<sos>', 'no', '<eos>']","[22, 161, 21, 944, 2753]","[2, 16, 3]","[22, 161, 21, 944, 2753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who founded Montevideo?,The Spanish.,S08,"['who', 'founded', 'montevideo']","['<sos>', 'the', 'spanish', '<eos>']","[30, 205, 522]","[2, 4, 281, 3]","[30, 205, 522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 281, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who founded Montevideo?,the Spanish,S08,"['who', 'founded', 'montevideo']","['<sos>', 'the', 'spanish', '<eos>']","[30, 205, 522]","[2, 4, 281, 3]","[30, 205, 522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 281, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Where is Uruguay's oldest church?,"San Carlos, Maldonado.",S08,"['where', 'is', 'uruguays', 'oldest', 'church']","['<sos>', 'san', 'carlos', 'maldonado', '<eos>']","[25, 7, 434, 435, 222]","[2, 93, 1176, 1177, 3]","[25, 7, 434, 435, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 93, 1176, 1177, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Where is Uruguay's oldest church?,"San Carlos, Maldonado",S08,"['where', 'is', 'uruguays', 'oldest', 'church']","['<sos>', 'san', 'carlos', 'maldonado', '<eos>']","[25, 7, 434, 435, 222]","[2, 93, 1176, 1177, 3]","[25, 7, 434, 435, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 93, 1176, 1177, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who heavily influenced the architecture and culture of Montevideo?,European immigrants.,S08,"['who', 'heavily', 'influenced', 'the', 'architecture', 'and', 'culture', 'of', 'montevideo']","['<sos>', 'european', 'immigrants', '<eos>']","[30, 628, 1458, 4, 2754, 12, 961, 5, 522]","[2, 183, 1087, 3]","[30, 628, 1458, 4, 2754, 12, 961, 5, 522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 183, 1087, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who heavily influenced the architecture and culture of Montevideo?,European immigrants,S08,"['who', 'heavily', 'influenced', 'the', 'architecture', 'and', 'culture', 'of', 'montevideo']","['<sos>', 'european', 'immigrants', '<eos>']","[30, 628, 1458, 4, 2754, 12, 961, 5, 522]","[2, 183, 1087, 3]","[30, 628, 1458, 4, 2754, 12, 961, 5, 522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 183, 1087, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are poor neighborhoods called informally?,Cantegriles.,S08,"['what', 'are', 'poor', 'neighborhoods', 'called', 'informally']","['<sos>', 'cantegriles', '<eos>']","[10, 15, 569, 2755, 49, 976]","[2, 3512, 3]","[10, 15, 569, 2755, 49, 976, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 3512, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are poor neighborhoods called informally?,Cantegriles,S08,"['what', 'are', 'poor', 'neighborhoods', 'called', 'informally']","['<sos>', 'cantegriles', '<eos>']","[10, 15, 569, 2755, 49, 976]","[2, 3512, 3]","[10, 15, 569, 2755, 49, 976, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 3512, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is uruguay's landscape mountainous?,No.,S08,"['is', 'uruguays', 'landscape', 'mountainous']","['<sos>', 'no', '<eos>']","[7, 434, 1927, 2756]","[2, 16, 3]","[7, 434, 1927, 2756, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is uruguay's landscape mountainous?,not really?,S08,"['is', 'uruguays', 'landscape', 'mountainous']","['<sos>', 'not', 'really', '<eos>']","[7, 434, 1927, 2756]","[2, 58, 5198, 3]","[7, 434, 1927, 2756, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 58, 5198, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What religion do most Uruguayans profess?,None.,S08,"['what', 'religion', 'do', 'most', 'uruguayans', 'profess']","['<sos>', 'none', '<eos>']","[10, 462, 18, 41, 2757, 1435]","[2, 2232, 3]","[10, 462, 18, 41, 2757, 1435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2232, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What religion do most Uruguayans profess?,Roman Catholic,S08,"['what', 'religion', 'do', 'most', 'uruguayans', 'profess']","['<sos>', 'roman', 'catholic', '<eos>']","[10, 462, 18, 41, 2757, 1435]","[2, 715, 1225, 3]","[10, 462, 18, 41, 2757, 1435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 715, 1225, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Uruguay located in South America?,Yes. It's located in the southeastern part,S08,"['is', 'uruguay', 'located', 'in', 'south', 'america']","['<sos>', 'yes', 'its', 'located', 'in', 'the', 'southeastern', 'part', '<eos>']","[7, 161, 153, 8, 214, 199]","[2, 6, 53, 153, 8, 4, 2686, 128, 3]","[7, 161, 153, 8, 214, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 53, 153, 8, 4, 2686, 128, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Uruguay located in South America?,Yes,S08,"['is', 'uruguay', 'located', 'in', 'south', 'america']","['<sos>', 'yes', '<eos>']","[7, 161, 153, 8, 214, 199]","[2, 6, 3]","[7, 161, 153, 8, 214, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Can citizens propose changes to the Constitution?,Yes. People are allowed to challenge laws.,S08,"['can', 'citizens', 'propose', 'changes', 'to', 'the', 'constitution']","['<sos>', 'yes', 'people', 'are', 'allowed', 'to', 'challenge', 'laws', '<eos>']","[50, 2758, 977, 561, 13, 4, 813]","[2, 6, 98, 15, 873, 13, 5199, 562, 3]","[50, 2758, 977, 561, 13, 4, 813, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 98, 15, 873, 13, 5199, 562, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Can citizens propose changes to the Constitution?,Yes,S08,"['can', 'citizens', 'propose', 'changes', 'to', 'the', 'constitution']","['<sos>', 'yes', '<eos>']","[50, 2758, 977, 561, 13, 4, 813]","[2, 6, 3]","[50, 2758, 977, 561, 13, 4, 813, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did Uruguay host the first ever World Cup?,"Yes, in 1930.",S08,"['did', 'uruguay', 'host', 'the', 'first', 'ever', 'world', 'cup']","['<sos>', 'yes', 'in', '1930', '<eos>']","[14, 161, 978, 4, 44, 381, 59, 979]","[2, 6, 8, 2963, 3]","[14, 161, 978, 4, 44, 381, 59, 979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 8, 2963, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did Uruguay host the first ever World Cup?,Yes,S08,"['did', 'uruguay', 'host', 'the', 'first', 'ever', 'world', 'cup']","['<sos>', 'yes', '<eos>']","[14, 161, 978, 4, 44, 381, 59, 979]","[2, 6, 3]","[14, 161, 978, 4, 44, 381, 59, 979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who founded Montevideo?,"By the Spanish, in the early 18th century",S08,"['who', 'founded', 'montevideo']","['<sos>', 'by', 'the', 'spanish', 'in', 'the', 'early', '18th', 'century', '<eos>']","[30, 205, 522]","[2, 27, 4, 281, 8, 4, 301, 729, 123, 3]","[30, 205, 522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 27, 4, 281, 8, 4, 301, 729, 123, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who founded Montevideo?,Montevideo was founded by the Spanish in the early 18th century as a military stronghold.,S08,"['who', 'founded', 'montevideo']","['<sos>', 'montevideo', 'was', 'founded', 'by', 'the', 'spanish', 'in', 'the', 'early', '18th', 'century', 'as', 'a', 'military', 'stronghold', '<eos>']","[30, 205, 522]","[2, 522, 11, 205, 27, 4, 281, 8, 4, 301, 729, 123, 20, 9, 630, 1460, 3]","[30, 205, 522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 522, 11, 205, 27, 4, 281, 8, 4, 301, 729, 123, 20, 9, 630, 1460, 3, 0, 0, 0]"
How many square kilometres of continental land is Uruguay?,176.215 km©÷ ,S08,"['how', 'many', 'square', 'kilometres', 'of', 'continental', 'land', 'is', 'uruguay']","['<sos>', '176215', 'km', '<eos>']","[17, 29, 557, 1928, 5, 681, 148, 7, 161]","[2, 5200, 2645, 3]","[17, 29, 557, 1928, 5, 681, 148, 7, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5200, 2645, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many square kilometres of continental land is Uruguay?,"176,214 square kilometres",S08,"['how', 'many', 'square', 'kilometres', 'of', 'continental', 'land', 'is', 'uruguay']","['<sos>', '176214', 'square', 'kilometres', '<eos>']","[17, 29, 557, 1928, 5, 681, 148, 7, 161]","[2, 5201, 557, 1928, 3]","[17, 29, 557, 1928, 5, 681, 148, 7, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5201, 557, 1928, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How much of the population is of white European descent?,88%,S08,"['how', 'much', 'of', 'the', 'population', 'is', 'of', 'white', 'european', 'descent']","['<sos>', '88', '<eos>']","[17, 184, 5, 4, 91, 7, 5, 280, 183, 1929]","[2, 1661, 3]","[17, 184, 5, 4, 91, 7, 5, 280, 183, 1929, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1661, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How much of the population is of white European descent?,Approximately 88% of its population are of prevalently white European descent.,S08,"['how', 'much', 'of', 'the', 'population', 'is', 'of', 'white', 'european', 'descent']","['<sos>', 'approximately', '88', 'of', 'its', 'population', 'are', 'of', 'prevalently', 'white', 'european', 'descent', '<eos>']","[17, 184, 5, 4, 91, 7, 5, 280, 183, 1929]","[2, 519, 1661, 5, 53, 91, 15, 5, 5202, 280, 183, 1929, 3]","[17, 184, 5, 4, 91, 7, 5, 280, 183, 1929, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 519, 1661, 5, 53, 91, 15, 5, 5202, 280, 183, 1929, 3, 0, 0, 0, 0, 0, 0, 0]"
Why was the capital of Uruguay founded?,For a military stronghold.,S08,"['why', 'was', 'the', 'capital', 'of', 'uruguay', 'founded']","['<sos>', 'for', 'a', 'military', 'stronghold', '<eos>']","[47, 11, 4, 130, 5, 161, 205]","[2, 19, 9, 630, 1460, 3]","[47, 11, 4, 130, 5, 161, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 19, 9, 630, 1460, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Why was the capital of Uruguay founded?,"Uruguay's capital, Montevideo, was founded by the Spanish in the early 18th century as a military stronghold.",S08,"['why', 'was', 'the', 'capital', 'of', 'uruguay', 'founded']","['<sos>', 'uruguays', 'capital', 'montevideo', 'was', 'founded', 'by', 'the', 'spanish', 'in', 'the', 'early', '18th', 'century', 'as', 'a', 'military', 'stronghold', '<eos>']","[47, 11, 4, 130, 5, 161, 205]","[2, 434, 130, 522, 11, 205, 27, 4, 281, 8, 4, 301, 729, 123, 20, 9, 630, 1460, 3]","[47, 11, 4, 130, 5, 161, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 434, 130, 522, 11, 205, 27, 4, 281, 8, 4, 301, 729, 123, 20, 9, 630, 1460, 3, 0]"
How many times has Uruguay won the World Cup?,Twice. ,S08,"['how', 'many', 'times', 'has', 'uruguay', 'won', 'the', 'world', 'cup']","['<sos>', 'twice', '<eos>']","[17, 29, 474, 39, 161, 1771, 4, 59, 979]","[2, 915, 3]","[17, 29, 474, 39, 161, 1771, 4, 59, 979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 915, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many times has Uruguay won the World Cup?,On two or more occasions.,S08,"['how', 'many', 'times', 'has', 'uruguay', 'won', 'the', 'world', 'cup']","['<sos>', 'on', 'two', 'or', 'more', 'occasions', '<eos>']","[17, 29, 474, 39, 161, 1771, 4, 59, 979]","[2, 28, 56, 36, 86, 5203, 3]","[17, 29, 474, 39, 161, 1771, 4, 59, 979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 28, 56, 36, 86, 5203, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
